t_s,altitude_m,relative_speed_mps,vertical_speed_mps,mach,aoa_deg,q_pa,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,quat_x,quat_y,quat_z,quat_w,omega_x_rps,omega_y_rps,omega_z_rps,pitch_cmd,yaw_cmd,roll_cmd,throttle,engine,sas,rcs,force_x_n,force_y_n,force_z_n,moment_x_nm,moment_y_nm,moment_z_nm,accel_x_mps2,accel_y_mps2,accel_z_mps2
27.318120,4137.116643,683.421664,-44.750191,2.134177,-2.822120,263990.291804,4822009011120.282227,1400779.005678,3210710.061911,-155.510787,50464.656358,196.749133,0.912672377,-0.404181183,-0.060284712,-0.005697071,-2.761714536,1.826548531,-10.024202190,0.000000,0.000000,0.000000,1.000000,0,1,1,4090898.202856,-5672731.884109,-145776.347701,2450520.226449,-266259.568229,12570762.967802,679.004269,77.933661,-58.161415
27.337773,4136.214697,679.251086,-45.891250,2.115596,-8.537618,259429.470012,4822009011117.488281,1401770.836750,3210713.906231,-142.166059,50466.188018,195.606065,0.942637968,-0.330798621,-0.044028197,0.008212885,-1.092054104,2.225774438,-7.981116715,0.000000,0.000000,0.000000,1.000000,0,1,1,5058732.917698,-6026222.514342,-300344.571508,2108419.097067,13717.812135,13494212.417729,755.810493,151.358178,-40.550782
27.357029,4135.316031,673.727265,-46.668728,2.089114,-12.485085,252990.525796,4822009011115.031250,1402742.655849,3210717.657732,-127.612381,50469.102529,194.825230,0.960598088,-0.276885799,-0.021913649,0.010264467,0.327937975,2.365253536,-5.870937650,0.000000,0.000000,0.000000,1.000000,0,1,1,5595471.082365,-6263860.800331,-282153.102853,1774295.906862,315864.532206,13943385.967809,791.344418,227.953871,-16.958673
27.375816,4134.433365,667.059750,-46.982482,4.738498,-12.858420,1301629.226981,4822009011112.913086,1403690.879230,3210721.311851,-112.745709,50473.385008,194.506634,0.970131840,-0.242547296,0.003144061,0.002266275,1.487349141,2.387288751,-3.785139289,0.000000,0.000000,0.000000,1.000000,0,1,1,-3018646.925437,723387.551605,-5807009.334525,-1759606.104115,-1715575.910878,2449679.197494,-317.541373,67.719806,553.081966
27.396723,4133.514979,662.540899,-41.033996,2.031305,-9.583557,239211.989297,4822009011110.694336,1404746.195187,3210725.442220,-107.760262,50476.801205,200.449088,0.975845512,-0.216112389,0.030588486,-0.009236654,1.428307477,2.180850673,-2.493940363,0.000000,0.000000,0.000000,1.000000,0,1,1,6425652.729264,-5715511.270971,-27589.300780,1560808.500359,561493.894115,13552764.649997,805.488421,241.822061,50.253674
27.416292,4132.731282,655.618251,-40.045378,1.997924,-2.834920,231426.743396,4822009011108.893555,1405734.097008,3210729.384168,-91.997201,50481.533559,201.432531,0.975315636,-0.211521640,0.056973369,-0.027785639,2.447943610,2.219420626,-0.413129935,0.000000,0.000000,0.000000,1.000000,0,1,1,6282297.570026,-5220782.193450,27472.528263,1072947.665497,144808.860114,12003341.251770,766.386397,209.249193,93.566437
27.435704,4131.989258,649.751079,-38.224667,5.439632,5.152949,1715602.289844,4822009011107.396484,1406714.099769,3210733.329539,-77.120467,50485.595406,203.248798,0.969644780,-0.223288834,0.084055083,-0.053533544,3.125541812,2.227817362,1.380024773,0.000000,0.000000,0.000000,1.000000,0,1,1,80931183.374927,-174437613.457481,-121030745.780407,10116879.629090,-66784743.832247,124196219.656636,11759.678316,10395.934455,15801.518632
27.455759,4132.838246,555.274420,121.609478,1.663789,29.177825,160490.485216,4822009011107.173828,1407727.659456,3210739.020126,47.865805,50591.931885,362.977220,0.948111098,-0.286224127,0.084223813,-0.109851924,6.587188366,-3.537419181,12.068727650,0.000000,0.000000,0.000000,1.000000,0,1,1,-431067.849791,-5002838.370085,2913903.376438,-1354490.041641,1097809.520731,1910804.648387,285.668405,467.720208,-158.054566
27.473387,4134.933100,547.206383,118.833761,1.629491,30.721740,153920.133896,4822009011108.106445,1408619.667518,3210745.369773,52.901727,50600.177117,360.190946,0.904778813,-0.382502602,0.068099482,-0.174440589,6.059714356,-2.223599092,12.614245851,0.000000,0.000000,0.000000,1.000000,0,1,1,-1539548.391209,-3592095.737021,3708423.943594,-1442210.371806,944324.267342,-238145.147508,223.029672,431.560007,-212.067329
27.492972,4137.179250,538.628863,114.691596,1.587280,30.649999,146026.774399,4822009011109.228516,1409610.807463,3210752.342560,57.269630,50608.628963,356.037734,0.840337212,-0.486676195,0.058229894,-0.231492829,5.325791820,-0.839140878,12.754266894,0.000000,0.000000,0.000000,1.000000,0,1,1,-2144107.858953,-1641606.215708,4065247.486201,-1375595.470042,621567.193239,-2212095.787067,146.596418,377.524794,-259.652433
27.512589,4139.329440,530.737876,109.607953,1.545952,29.576411,138501.509522,4822009011110.408203,1410603.754790,3210759.227117,60.145449,50616.034961,350.944067,0.763448917,-0.583254241,0.053968911,-0.272116883,4.523022882,0.356089412,12.466020109,0.000000,0.000000,0.000000,1.000000,0,1,1,-2247332.078244,268811.073423,3949973.821679,-1267198.899769,337609.802484,-4081308.694407,62.690619,334.682473,-293.522669
27.531939,4141.340662,523.457988,103.937310,1.509253,27.956520,131985.961121,4822009011111.595703,1411583.324507,3210765.908145,61.358542,50622.511226,345.264264,0.681006267,-0.667574264,0.053018620,-0.296250050,3.704317279,1.304719546,11.813274486,0.000000,0.000000,0.000000,1.000000,0,1,1,-1967378.325911,1840972.354351,3528138.414048,-1188360.646605,118103.394087,-5589106.256130,-16.834148,308.574208,-311.524856
27.551453,4143.250360,516.377917,97.867321,1.478004,26.024755,126560.648702,4822009011112.786133,1412571.253669,3210772.526768,61.030052,50628.532523,339.185389,0.596785533,-0.739911278,0.053310996,-0.305836992,2.859271818,2.022732949,10.877403705,0.000000,0.000000,0.000000,1.000000,0,1,1,-1386791.813612,2965806.773095,2958654.902350,-1160122.236074,-111723.905879,-6640700.295803,-84.197809,289.498346,-315.398241
27.571336,4145.071730,509.385653,91.605070,15.130789,24.053948,13262251.134659,4822009011113.965820,1413578.016235,3210779.146110,59.355946,50634.288625,332.914320,0.514818640,-0.800350664,0.052814687,-0.302673407,1.974064981,2.508883635,9.743830125,0.000000,0.000000,0.000000,1.000000,0,1,1,164247237.178899,-258810888.378267,-65208928.797785,9745426.809381,36949622.705107,120208956.566637,9597.978754,-28231.346948,7401.132749
27.592134,4147.706024,821.333628,164.955253,2.417094,21.068485,338379.529286,4822009011116.207031,1414628.160886,3210786.803134,157.667769,50343.600387,406.629493,0.379985113,-0.877631637,0.057144918,-0.286545777,4.686023069,6.099301059,19.047333409,0.000000,0.000000,0.000000,1.000000,0,1,1,5662507.061217,8905125.106066,900130.323852,-4075095.586351,-2199881.453209,-20988181.027832,-809.471492,237.141820,-611.030487
27.611842,4150.719781,811.390892,152.926095,21.448707,24.299566,26639789.395297,4822009011119.000000,1415620.401134,3210794.579482,141.715083,50348.273867,394.587590,0.234628586,-0.941950451,0.051541425,-0.234568235,1.356817003,7.160115632,15.359813765,0.000000,0.000000,0.000000,1.000000,0,1,1,11119528.835578,-200784080.746014,29340906.681203,6729017.728649,37943956.311084,32130118.057005,6262.999513,-18913.417007,-74.520619
27.632130,4153.705948,1001.999284,146.694486,13.156230,163.635408,10020835.454546,4822009011122.294922,1416639.997710,3210802.470690,194.161368,50160.567775,388.584199,0.084838936,-0.983132826,0.043190795,-0.156162598,1.679004403,10.441266488,16.076415514,0.000000,0.000000,0.000000,1.000000,0,1,1,-14837615.406715,14327719.477265,10716291.977531,627323.158008,-1169103.811043,-24335005.774506,1522.440235,1461.823710,-863.688691
27.652622,4156.103131,830.183093,112.564635,2.546819,168.944489,375462.846350,4822009011126.144531,1417671.302068,3210809.820644,195.664136,50334.021429,354.245012,0.013184809,-0.998182643,0.035383685,-0.046963466,-0.609874025,10.911338256,5.698789741,0.000000,0.000000,0.000000,1.000000,0,1,1,23031746.315116,148392977.626792,13869764.820624,-6700672.256964,1919014.556853,-91519756.856662,-2453.407616,14345.529194,-2610.715512
27.671652,4157.306111,550.524826,63.214669,1.724979,120.714993,172227.746078,4822009011128.979492,1418634.370899,3210815.616566,148.974955,50607.021727,304.562208,0.088726731,-0.994048758,-0.008264771,0.062660421,-5.105016203,11.174836222,-8.149326123,0.000000,0.000000,0.000000,1.000000,0,1,1,2396193.259738,62038384.840202,7630524.753516,-3676605.951958,-1633262.664718,-41208393.215986,-1390.561382,5947.885232,-550.674645
27.691393,4158.342267,429.810357,52.488474,1.399734,49.861330,113395.575041,4822009011131.378906,1419635.714218,3210821.414283,121.524097,50724.438013,293.691425,0.219391087,-0.956220621,-0.073554211,0.179163201,-6.866365872,11.565767951,-13.900448069,0.000000,0.000000,0.000000,1.000000,0,1,1,304097.586215,9465556.894111,2422624.703431,1531983.454999,-2020715.648077,1215384.618100,-479.288739,830.058926,-11.997436
27.710468,4159.339497,412.075667,52.281006,1.394226,26.517751,112497.404549,4822009011133.522461,1420603.564791,3210827.011966,112.381854,50740.271058,293.462579,0.331607777,-0.889665669,-0.112269221,0.293132909,-4.934491820,12.718731091,-12.697034766,0.000000,0.000000,0.000000,1.000000,0,1,1,663883.345462,3834990.101196,1823375.377170,927889.952676,-1473853.454093,350878.032501,-343.542167,242.076549,28.719396
27.729879,4160.365265,405.772266,52.846266,1.415894,10.958748,116013.106710,4822009011135.574219,1421588.554676,3210832.719068,105.713498,50744.969908,294.020039,0.433128613,-0.796197361,-0.129582772,0.402091622,-3.342327614,13.464024803,-11.823906310,0.000000,0.000000,0.000000,1.000000,0,1,1,554989.412716,2371222.930932,1061107.279813,442118.770052,-1457796.049146,201734.580374,-231.112124,79.468839,85.728097
27.749148,4161.415480,403.303781,54.501832,1.432404,-2.252504,118726.014159,4822009011137.525391,1422566.415891,3210838.416528,101.260076,50746.501235,295.671979,0.521432959,-0.681853673,-0.129249317,0.496465358,-2.077940359,13.842214390,-11.210081782,0.000000,0.000000,0.000000,1.000000,0,1,1,177860.363936,1721208.867875,-132998.886243,312453.520977,-1299948.176739,693722.495012,-87.419808,61.156033,127.692786
27.768908,4162.542353,402.039063,57.027795,1.432952,-15.035335,118807.856571,4822009011139.492188,1423569.202996,3210844.308939,99.532639,50747.709693,298.195220,0.598806421,-0.547140873,-0.113826328,0.573682232,-0.889663162,13.995085936,-10.718472317,0.000000,0.000000,0.000000,1.000000,0,1,1,-708359.446416,1279709.708094,-1609524.101226,151719.854733,-1461265.001022,1266966.226271,28.368099,175.566162,112.489448
27.788808,4163.721826,399.196929,59.271224,1.409246,-27.686531,114900.176676,4822009011141.484375,1424579.138790,3210850.287492,100.097157,50751.203414,300.433731,0.662626371,-0.398923634,-0.087610485,0.627782311,0.170658751,13.897335470,-10.350272528,0.000000,0.000000,0.000000,1.000000,0,1,1,-1904875.599884,627957.301064,-3388270.288785,-202929.356002,-2351601.171967,2529954.828792,54.419360,378.971983,43.867849
27.807678,4164.856071,392.820312,60.108009,23.086920,-39.744176,30835151.559559,4822009011143.392578,1425536.962264,3210855.972376,101.124064,50758.354715,301.261528,0.708325082,-0.252891645,-0.058077005,0.656466645,0.922719509,13.484217931,-9.998420352,0.000000,0.000000,0.000000,1.000000,0,1,1,13870626.656032,252225245.725553,46800642.112240,-10789274.650857,62602281.216354,-60155715.397789,-4927.961659,-6185.732218,23907.897924
27.828024,4168.544698,529.294886,302.871372,1.691040,-64.396058,165391.662347,4822009011144.942383,1426569.166351,3210864.568016,51.107642,50701.047281,544.080599,0.730446759,-0.055466761,-0.024677702,0.680266111,-2.058672655,18.528303229,-14.702800147,0.000000,0.000000,0.000000,1.000000,0,1,1,-3797952.918555,-12727486.297564,-13607281.449611,2886527.700995,-11054885.877294,17632893.532559,-161.930649,1450.039284,-1165.462197
27.847748,4174.065742,492.552987,279.918776,1.521088,-92.424008,133768.148556,4822009011145.887695,1427569.746309,3210874.845941,47.913759,50729.647524,521.093290,0.735785152,0.141038308,0.023078124,0.661963598,1.511143561,17.120254057,-11.414931873,0.000000,0.000000,0.000000,1.000000,0,1,1,881581.278589,-26623482.438927,-26879660.154996,3507506.747791,-18936872.826150,24976442.051278,-960.954914,2789.288831,-2254.920640
27.866996,4178.619526,422.170139,236.581725,1.259113,-118.017047,91630.452252,4822009011146.454102,1428547.238224,3210884.040651,29.417029,50783.336538,477.689944,0.743873472,0.282851052,0.062478632,0.602282293,4.902424918,13.679274856,-7.903542794,0.000000,0.000000,0.000000,1.000000,0,1,1,4072110.829289,-13944954.079919,-12180022.787348,2437939.500295,-28890199.544016,36702168.674752,-658.349018,1382.359212,-1058.832655
27.886640,4182.858924,387.118219,215.816949,1.130187,-138.116715,73805.152447,4822009011146.778320,1429545.335072,3210893.015593,16.484738,50810.490938,456.890745,0.768113944,0.355480165,0.083712805,0.525953408,7.132336192,8.122315833,-3.021107977,0.000000,0.000000,0.000000,1.000000,0,1,1,2136867.325283,-6632890.026042,-4352177.333049,-744783.542434,-9694938.736349,18146210.937408,-358.975189,578.370963,-435.926736
27.906520,4186.977314,372.358657,207.166062,12.349293,-156.336158,8809462.103700,4822009011146.963867,1430555.660142,3210901.926157,9.348425,50821.988769,448.224659,0.792203837,0.398417008,0.101061289,0.451069378,6.812081148,6.096246016,-0.909090426,0.000000,0.000000,0.000000,1.000000,0,1,1,-11687472.931472,157818429.535960,-117900159.373006,-11923094.087071,-88460809.995673,-44818734.331880,2220.618126,956.265555,19190.464389
27.926557,4193.018852,497.786934,397.647087,1.491038,163.860568,128370.600905,4822009011147.324219,1431574.152553,3210912.797774,29.108624,50834.044004,638.695233,0.797370937,0.435203399,0.087319996,0.408867714,2.648576421,-1.751574559,-4.758190583,0.000000,0.000000,0.000000,1.000000,0,1,1,52051331.804251,-97383333.527078,18272319.619291,4081046.220459,9363164.676204,52742686.530343,-1965.648468,5612.858885,-9226.557990
27.945695,4197.252188,291.217739,221.197071,0.850474,157.314081,41752.796404,4822009011147.161133,1432549.086006,3210921.641864,-8.510562,50941.464627,462.114522,0.830381545,0.411447547,0.076099144,0.367948809,5.116617440,-0.390501990,3.376719974,0.000000,0.000000,0.000000,1.000000,0,1,1,-832047.869565,-738077.905755,692958.987620,-730525.837252,-70761.701643,489436.175791,-69.556029,-69.307413,-88.162996
27.964932,4201.474565,290.804224,219.500088,0.854448,149.022323,42131.852578,4822009011146.971680,1433528.988035,3210930.498636,-9.848566,50940.131406,460.418588,0.859453808,0.385994752,0.068761163,0.328053512,4.671488577,-0.130675414,3.477868119,0.000000,0.000000,0.000000,1.000000,0,1,1,-840957.309062,-690151.295629,578231.994773,-672312.306124,-103337.558126,516654.956816,-78.192409,-54.449338,-79.610834
27.984727,4205.788476,290.335649,217.923442,0.857385,140.603669,42409.637504,4822009011146.746094,1434537.354143,3210939.581674,-11.396427,50939.053552,458.842649,0.885481971,0.358337320,0.064999173,0.288602066,4.245075013,0.114421548,3.567808390,0.000000,0.000000,0.000000,1.000000,0,1,1,-820002.589880,-639417.547432,456344.679204,-618580.768411,-123667.776609,541839.404438,-82.403596,-38.675522,-69.543929
28.004062,4209.975992,289.841487,216.578496,7.761502,132.674766,3474415.885889,4822009011146.495117,1435522.240015,3210948.427342,-12.989690,50938.305765,457.498025,0.907481367,0.330023693,0.064574112,0.251777909,3.856716478,0.332993078,3.645308493,0.000000,0.000000,0.000000,1.000000,0,1,1,144753813.846644,303538712.496618,-188537867.293004,-29257092.931776,-104059749.293211,-217769010.777004,22629.910405,-4864.935815,29875.511618
28.024382,4217.447370,615.804492,519.406938,1.923620,100.500946,213309.020891,4822009011148.549805,1436556.781979,3210960.795149,216.089528,50888.638515,760.427152,0.887706089,0.366610579,0.017524862,0.277970255,-5.928291088,-8.642883118,-14.028674827,0.000000,0.000000,0.000000,1.000000,0,1,1,2256948.842247,-42786880.393752,17302987.735444,3983493.921701,11185435.202706,39265345.697928,-2129.588543,1749.751593,-3600.523301
28.043349,4226.004565,530.476354,451.161826,1.670059,127.614080,160687.991615,4822009011151.881836,1437522.617717,3210973.922911,175.697561,50921.826104,692.135923,0.842248411,0.422670207,-0.037126942,0.332549394,-4.232876144,-5.508697803,-8.723764803,0.000000,0.000000,0.000000,1.000000,0,1,1,14525053.946635,-61874933.694015,23166934.093730,4808554.058032,12354944.327162,44158251.680103,-3061.391949,2192.139974,-5464.828450
28.062528,4232.648429,404.674956,346.410366,1.282970,138.188864,94788.939927,4822009011154.125000,1438500.062768,3210985.187321,116.982584,50963.869544,587.325013,0.826547080,0.431930390,-0.061137378,0.355694089,-1.555222915,-2.869301851,-2.248940735,0.000000,0.000000,0.000000,1.000000,0,1,1,8426524.187775,-29663269.832616,10291100.631300,3966461.217383,15580138.485842,47426447.481536,-1483.536472,994.580318,-2644.875497
28.081713,4238.321330,344.695860,295.696011,1.095391,130.630011,69071.021407,4822009011155.823242,1439478.166357,3210995.481626,88.521063,50982.950483,536.583301,0.848976994,0.390775658,-0.049372466,0.352270931,0.859559061,-0.215291812,4.972507821,0.000000,0.000000,0.000000,1.000000,0,1,1,-801863.312588,-2822681.403277,915904.058987,81176.336537,-512878.979209,1203723.818664,-230.580764,16.925738,-198.731950
28.100751,4243.878853,340.091155,291.913889,6.961207,119.972013,2788454.948842,4822009011157.424805,1440448.797924,3211005.625194,84.131212,50983.272719,532.799795,0.870059685,0.347406428,-0.037314736,0.347724789,0.915987003,-0.233685653,5.158209594,0.000000,0.000000,0.000000,1.000000,0,1,1,353186790.931965,415512887.812083,-46447300.477035,-28395861.117091,39817821.596534,-259300131.014742,50603.644117,-738.735072,17823.796592
28.121641,4251.888403,796.775165,476.452171,2.563192,24.269083,377851.820646,4822009011164.660156,1441513.747723,3211018.667868,610.651372,50976.012241,717.444719,0.833991039,0.404222703,-0.029767721,0.374401971,-8.628706442,3.413797727,-16.424747314,0.000000,0.000000,0.000000,1.000000,0,1,1,9906718.252976,-10234371.097246,-849096.343986,6931253.684082,-2294183.215377,25544171.175553,-68.117004,1081.362112,-889.947572
28.140525,4260.568843,782.065623,459.672162,2.508930,31.329457,361810.416955,4822009011176.166992,1442476.765754,3211031.898753,609.365048,50996.432712,700.638925,0.767582124,0.516047686,-0.015994847,0.379811313,-4.064886992,5.224677943,-12.191925740,0.000000,0.000000,0.000000,1.000000,0,1,1,11288774.208247,-12131269.597992,-1860640.243852,6344308.039627,2287315.839420,22319707.943431,-507.291467,1185.446210,-1010.213908
28.160120,4269.189046,758.901165,439.906971,2.421445,154.981466,336821.344056,4822009011187.913086,1443476.524875,3211045.240260,599.424385,51019.662201,680.843213,0.723293406,0.600186532,-0.000810931,0.341499807,0.348095556,6.408223345,-8.413324352,0.000000,0.000000,0.000000,1.000000,0,1,1,-265771.419450,-122092997.099360,6551809.352793,4862683.095245,-6872605.440714,87624303.528838,-10144.197890,213.744292,-6388.438269
28.179427,4275.301660,530.855638,316.609691,1.694776,105.847315,164928.421538,4822009011195.705078,1444461.615630,3211056.003727,403.575434,51023.788855,557.504832,0.762776515,0.579928599,0.030799560,0.284440142,3.712301493,5.208215667,5.091483541,0.000000,0.000000,0.000000,1.000000,0,1,1,-120159.309456,-47499510.090377,3560114.938901,3028202.197477,-1812053.277852,30334741.152673,-3910.941393,621.330317,-2480.687201
28.198968,4280.541923,440.242333,268.161504,1.394361,58.244660,111600.806102,4822009011202.097656,1445458.932848,3211065.950895,327.149881,51035.930564,509.028552,0.825087580,0.520652533,0.064991311,0.209589013,5.454030864,5.202209160,9.579869856,0.000000,0.000000,0.000000,1.000000,0,1,1,82080.338820,-13696621.217338,2588294.420091,-385922.355178,-742923.356892,6218726.543024,-1031.212116,433.357485,-790.555144
28.218226,4285.413195,414.028788,252.950726,1.290621,40.793489,95580.872854,4822009011208.015625,1446441.934102,3211075.460484,307.290988,51044.276083,493.804187,0.875938732,0.451077932,0.107208304,0.133290726,4.904694083,5.900258721,10.170760301,0.000000,0.000000,0.000000,1.000000,0,1,1,1126614.077016,-3201010.448798,1275846.885798,-1398414.788988,-1198590.626331,-595759.409075,-137.836232,248.288666,-218.982177
28.237512,4290.210133,408.443704,248.734074,1.249601,29.863678,89572.612497,4822009011213.890625,1447426.437223,3211084.902265,304.632757,51049.064436,489.581022,0.909968125,0.378263944,0.157671238,0.063357566,3.661396076,6.485621700,9.703801062,0.000000,0.000000,0.000000,1.000000,0,1,1,1213445.072062,-1649143.501349,1181402.865214,-985631.621988,-918236.120659,-601224.350567,9.410411,198.844015,-123.677051
28.257045,4295.021686,406.362049,246.323226,1.221101,20.597537,85505.529298,4822009011219.844727,1448423.680949,3211094.418315,304.816576,51052.948559,487.165174,0.929164385,0.301591595,0.213766243,-0.000221322,2.643773192,6.896935273,9.298140751,0.000000,0.000000,0.000000,1.000000,0,1,1,855647.546302,-1253539.031980,1165785.163562,-591086.307911,-892986.424766,-528907.491391,37.147963,162.324453,-91.356124
28.276908,4299.878327,405.235311,244.512828,1.199648,11.870476,82500.376225,4822009011225.914062,1449437.786606,3211104.058614,305.554429,51056.172737,485.350608,0.934666226,0.220902742,0.272541591,-0.057637708,1.854158082,7.141803876,8.970717329,0.000000,0.000000,0.000000,1.000000,0,1,1,401015.552730,-957848.192950,830546.755205,-369793.401636,-818464.036363,-657497.884926,27.010261,117.689355,-53.995327
28.296826,4304.727144,404.585509,243.440563,1.185714,3.385000,80568.429497,4822009011232.010742,1450454.764835,3211113.704356,306.092417,51058.516861,484.275135,0.927347145,0.137877468,0.330701242,-0.107952603,1.204921771,7.270845862,8.688707218,0.000000,0.000000,0.000000,1.000000,0,1,1,34990.099831,-571700.601304,307648.090292,-249538.186517,-645817.880178,-1104185.969066,1.506604,62.027539,-19.592787
28.315442,4309.252443,404.188049,243.077715,1.179403,-4.554436,79688.625267,4822009011237.709961,1451405.327261,3211122.713169,306.120465,51059.671609,483.910382,0.909925309,0.059355229,0.382728275,-0.148431659,0.675678690,7.325609401,8.414655559,0.000000,0.000000,0.000000,1.000000,0,1,1,-118523.194965,-151412.603237,-271389.258860,-165579.826956,-484157.786394,-1697201.320766,-29.796902,5.748896,7.628553
28.334655,4313.925338,403.815725,243.225117,1.179131,-12.972773,79626.701173,4822009011243.580078,1452386.300447,3211132.012991,305.547999,51059.782058,484.056944,0.882340567,-0.021291066,0.432989478,-0.183144552,0.191031378,7.334010822,8.089894642,0.000000,0.000000,0.000000,1.000000,0,1,1,-96401.360175,291899.700280,-865231.518737,-97426.421831,-534175.452886,-2426415.061730,-68.221801,-50.675005,25.356849
28.354331,4318.721020,403.254448,243.723782,1.184014,-21.943471,80261.451508,4822009011249.565430,1453390.970469,3211141.547467,304.205617,51058.784939,484.555884,0.845496374,-0.101928638,0.479736112,-0.211186403,-0.247404401,7.267468286,7.689417854,0.000000,0.000000,0.000000,1.000000,0,1,1,25064.120229,730893.478533,-1399148.698292,-51784.042535,-1083763.972877,-3442249.398826,-114.049160,-100.273810,26.038739
28.373810,4323.478189,402.199156,244.229743,1.191722,-31.134494,81283.677070,4822009011255.447266,1454385.469740,3211150.995661,301.984136,51056.831778,485.063074,0.802703580,-0.177865582,0.520051896,-0.231466677,-0.631069998,7.053615541,7.176559867,0.000000,0.000000,0.000000,1.000000,0,1,1,105695.653479,1166644.764624,-1743548.359101,-43338.084605,-2052843.766333,-4682914.565663,-158.120755,-132.240277,-0.752928
28.392910,4328.142793,400.339444,244.213589,1.199461,-40.256952,82316.784789,4822009011261.157227,1455360.634235,3211160.260350,298.963945,51054.305918,485.048692,0.757640184,-0.246530215,0.552792218,-0.244182244,-0.969670106,6.641947307,6.518125769,0.000000,0.000000,0.000000,1.000000,0,1,1,131827.785741,1637121.278933,-2069043.681140,-85310.540019,-3474392.483558,-6168256.811206,-207.817542,-149.941895,-44.225448
28.412821,4332.987764,397.215782,243.330906,1.204864,-49.304980,83032.796247,4822009011267.027344,1456377.120335,3211169.900653,294.826076,51051.320416,484.168117,0.711809160,-0.309626254,0.578805521,-0.249886917,-1.302532364,5.937526235,5.621768700,0.000000,0.000000,0.000000,1.000000,0,1,1,123008.423909,2161319.272140,-2373794.562181,-152418.809856,-5169273.632255,-7884638.688665,-258.526228,-152.989075,-100.578154
28.432222,4337.670585,392.805694,241.377661,1.205065,-56.933022,83034.045859,4822009011272.649414,1457367.479414,3211179.255858,289.810561,51048.352364,482.216859,0.672847336,-0.360980463,0.595946559,-0.248630782,-1.606813938,4.949354938,4.498873182,0.000000,0.000000,0.000000,1.000000,0,1,1,128523.321872,2596082.877162,-2533104.541594,-182954.137403,-6362005.725849,-9159544.404464,-291.896705,-142.821784,-150.628143
28.452090,4342.406947,387.179183,238.383139,1.199510,-62.720139,82243.896542,4822009011278.291992,1458381.688564,3211188.777428,284.010946,51045.514678,479.224070,0.643171256,-0.401796896,0.605616360,-0.241078440,-1.866786130,3.732781360,3.149148249,0.000000,0.000000,0.000000,1.000000,0,1,1,206499.444206,2763648.521556,-2397522.660288,-113504.121192,-6274591.577116,-9283241.430394,-291.021808,-126.848811,-173.773399
28.471603,4346.992317,381.364213,234.990921,1.190433,-66.152910,80978.743380,4822009011283.722656,1459377.690813,3211198.062357,278.332241,51043.039479,475.833232,0.625249539,-0.430710694,0.609267978,-0.228787768,-2.012223950,2.574355039,1.791371457,0.000000,0.000000,0.000000,1.000000,0,1,1,343228.616950,2587066.856526,-1977797.331757,37602.265616,-4860774.747395,-8077558.940708,-255.971964,-114.196791,-162.076267
28.490974,4351.483386,376.224036,231.850191,2.919062,-67.563381,486760.271139,4822009011289.018555,1460366.381438,3211207.218710,273.373915,51040.827420,472.693720,0.616950972,-0.449905897,0.609583001,-0.212990017,-2.017543985,1.698533301,0.607065752,0.000000,0.000000,0.000000,1.000000,0,1,1,-2075212.422143,-4267651.517714,30536751.385466,1239629.563411,10705235.789503,2905593.724093,2964.325830,-548.851963,-303.350698
28.511892,4356.270931,397.265062,227.277207,3.001830,-71.982502,514588.014785,4822009011295.014648,1461433.985161,3211217.044422,302.173027,51033.958879,468.132049,0.607461128,-0.466594292,0.612857053,-0.194131340,-1.543020058,2.382013766,0.364633272,0.000000,0.000000,0.000000,1.000000,0,1,1,-4595432.034223,8114776.364069,18683723.336877,550533.314977,5300436.877649,-6261159.106663,1495.066981,-683.208469,-1224.986521
28.532252,4360.696139,397.864932,211.106473,1.263837,-74.548869,91188.386330,4822009011301.206055,1462472.958891,3211226.373570,311.693158,51026.249815,451.970655,0.603157832,-0.473953716,0.618344303,-0.170935158,-1.400631354,2.031146645,-1.108675963,0.000000,0.000000,0.000000,1.000000,0,1,1,-523339.443975,5768195.835072,-5309217.676579,-156770.183455,-9737044.356966,-11658747.649598,-665.708126,-40.465644,-391.019760
28.551564,4364.627176,383.735570,203.556798,1.222383,-71.562621,85281.756789,4822009011306.977539,1463458.351136,3211234.956096,298.837154,51025.468352,444.419370,0.615943623,-0.466543897,0.618436183,-0.143132572,-1.484264629,0.420531908,-2.872965074,0.000000,0.000000,0.000000,1.000000,0,1,1,410338.832230,2430854.717605,-1814612.237350,36285.941313,-3813900.196118,-5812395.017071,-262.438201,-83.765025,-124.786094
28.571236,4368.583140,378.762780,201.101583,6.063377,-66.946135,2097750.489189,4822009011312.754883,1464462.066304,3211243.650204,293.674600,51023.820568,441.964641,0.635831667,-0.451892219,0.615606850,-0.111980888,-1.453572216,-0.163294585,-3.779422178,0.000000,0.000000,0.000000,1.000000,0,1,1,26594499.002508,33717696.596251,-151972.498695,-1978440.501456,-1003356.888162,-21465312.725244,-1899.810376,-3741.212666,-352.741427
28.591912,4372.690161,372.939616,196.787354,1.169653,-56.982139,78040.052090,4822009011318.579102,1465516.649227,3211252.737898,271.880160,50984.196580,437.691190,0.662055921,-0.429346474,0.610279700,-0.070016072,-2.088852887,-0.320192317,-5.865218692,0.000000,0.000000,0.000000,1.000000,0,1,1,902666.436349,1084785.270502,-1163376.151824,242867.434840,-113026.057816,-1090684.807620,-160.756137,-74.782327,23.530575
